q	Intensity	Error
3.92239	3.02E+07	0
3.92609	3.09E+07	0
3.93007	3.17E+07	0
3.9338	3.20E+07	0
3.93775	3.08E+07	0
3.9415	2.91E+07	0
3.94544	2.92E+07	0
3.94921	3.04E+07	0
3.95312	3.21E+07	0
3.95691	3.39E+07	0
3.9608	3.35E+07	0
3.96462	3.25E+07	0
3.96849	3.33E+07	0
3.97233	3.42E+07	0
3.97617	3.41E+07	0
3.98003	3.41E+07	0
3.98385	3.41E+07	0
3.98774	3.36E+07	0
3.99154	3.39E+07	0
3.99544	3.46E+07	0
3.99922	3.40E+07	0
4.00315	3.35E+07	0
4.0069	3.39E+07	0
4.01086	3.42E+07	0
4.01459	3.46E+07	0
4.01856	3.49E+07	0
4.02227	3.59E+07	0
4.02627	3.70E+07	0
4.02995	3.78E+07	0
4.03397	3.89E+07	0
4.03764	3.82E+07	0
4.04168	3.80E+07	0
4.04532	3.90E+07	0
4.04938	3.94E+07	0
4.05301	3.91E+07	0
4.05709	3.83E+07	0
4.06069	3.67E+07	0
4.0648	3.60E+07	0
4.06837	3.62E+07	0
4.0725	3.62E+07	0
4.07606	3.55E+07	0
4.08021	3.52E+07	0
4.08374	3.55E+07	0
4.08791	3.57E+07	0
4.09142	3.54E+07	0
4.09562	3.41E+07	0
4.09911	3.33E+07	0
4.10332	3.17E+07	0
4.10679	3.02E+07	0
4.11103	2.91E+07	0
4.11447	2.90E+07	0
4.11874	2.94E+07	0
4.12216	2.99E+07	0
4.12644	2.97E+07	0
4.12984	3.00E+07	0
4.13415	3.06E+07	0
4.13752	2.98E+07	0
4.14185	2.86E+07	0
4.14521	2.83E+07	0
4.14956	2.82E+07	0
4.15289	2.82E+07	0
4.15726	2.86E+07	0
4.16057	2.84E+07	0
4.16497	2.81E+07	0
4.16826	2.81E+07	0
4.17268	2.80E+07	0
4.17594	2.92E+07	0
4.18038	3.08E+07	0
4.18362	3.17E+07	0
4.18809	3.19E+07	0
4.19131	3.08E+07	0
4.19579	3.01E+07	0
4.19899	3.09E+07	0
4.2035	3.28E+07	0
4.20667	3.31E+07	0
4.21121	3.32E+07	0
4.21436	3.41E+07	0
4.21891	3.54E+07	0
4.22204	3.49E+07	0
4.22662	3.32E+07	0
4.22972	3.32E+07	0
4.23432	3.25E+07	0
4.23741	3.26E+07	0
4.24203	3.39E+07	0
4.24509	3.30E+07	0
4.24973	3.16E+07	0
4.25277	3.10E+07	0
4.25744	3.09E+07	0
4.26046	3.21E+07	0
4.26515	3.34E+07	0
4.26814	3.27E+07	0
4.27285	3.14E+07	0
4.27582	3.15E+07	0
4.28056	3.21E+07	0
4.28351	3.31E+07	0
4.28826	3.56E+07	0
4.29119	3.63E+07	0
4.29597	3.73E+07	0
4.29887	3.77E+07	0
4.30367	3.80E+07	0
4.30656	3.94E+07	0
4.31138	4.02E+07	0
4.31424	3.95E+07	0
4.31909	3.87E+07	0
4.32193	3.79E+07	0
4.32679	3.73E+07	0
4.32961	3.79E+07	0
4.3345	3.87E+07	0
4.33729	3.80E+07	0
4.3422	3.60E+07	0
4.34498	3.59E+07	0
4.34991	3.61E+07	0
4.35266	3.56E+07	0
4.35761	3.43E+07	0
4.36034	3.29E+07	0
4.36532	3.13E+07	0
4.36803	3.16E+07	0
4.37303	3.22E+07	0
4.37571	3.26E+07	0
4.38073	3.28E+07	0
4.38339	3.20E+07	0
4.38844	3.10E+07	0
4.39108	3.08E+07	0
4.39614	3.00E+07	0
4.39876	3.02E+07	0
4.40385	3.08E+07	0
4.40644	3.15E+07	0
4.41156	3.29E+07	0
4.41413	3.19E+07	0
4.41926	2.99E+07	0
4.42181	2.83E+07	0
4.42697	2.62E+07	0
4.42949	2.63E+07	0
4.43467	2.57E+07	0
4.43718	2.54E+07	0
4.44238	2.48E+07	0
4.44486	2.58E+07	0
4.45008	2.86E+07	0
4.45254	2.88E+07	0
4.45779	2.94E+07	0
4.46023	2.92E+07	0
4.4655	2.84E+07	0
4.46791	2.79E+07	0
4.4732	2.67E+07	0
4.47559	2.73E+07	0
4.48091	2.93E+07	0
4.48328	2.98E+07	0
4.48861	3.11E+07	0
4.49096	3.10E+07	0
4.49632	3.06E+07	0
4.49864	3.10E+07	0
4.50402	3.08E+07	0
4.50633	3.01E+07	0
4.51173	2.85E+07	0
4.51401	2.73E+07	0
4.51944	2.54E+07	0
4.52169	2.61E+07	0
4.52714	2.80E+07	0
4.52938	2.90E+07	0
4.53485	3.04E+07	0
4.53706	3.05E+07	0
4.54255	3.17E+07	0
4.54474	3.18E+07	0
4.55026	3.30E+07	0
4.55243	3.22E+07	0
4.55796	2.91E+07	0
4.56011	2.90E+07	0
4.56567	2.84E+07	0
4.56779	2.83E+07	0
4.57338	2.87E+07	0
4.57548	2.92E+07	0
4.58108	3.18E+07	0
4.58316	3.24E+07	0
4.58879	3.26E+07	0
4.59084	3.24E+07	0
4.59649	3.21E+07	0
4.59853	3.24E+07	0
4.6042	3.40E+07	0
4.60621	3.52E+07	0
4.61191	3.66E+07	0
4.61389	3.67E+07	0
4.61961	3.73E+07	0
4.62158	3.69E+07	0
4.62732	3.55E+07	0
4.62926	3.54E+07	0
4.63502	3.58E+07	0
4.63695	3.63E+07	0
4.64273	3.72E+07	0
4.64463	3.72E+07	0
4.65043	3.74E+07	0
4.65231	3.80E+07	0
4.65814	4.01E+07	0
4.66	4.14E+07	0
4.66585	4.53E+07	0
4.66768	4.57E+07	0
4.67355	4.73E+07	0
4.67536	4.70E+07	0
4.68126	4.52E+07	0
4.68305	4.41E+07	0
4.68896	4.10E+07	0
4.69073	4.03E+07	0
4.69667	3.82E+07	0
4.69841	3.85E+07	0
4.70437	3.98E+07	0
4.7061	4.08E+07	0
4.71208	4.28E+07	0
4.71378	4.29E+07	0
4.71979	4.33E+07	0
4.72146	4.31E+07	0
4.72749	4.40E+07	0
4.72915	4.45E+07	0
4.7352	4.50E+07	0
4.73683	4.47E+07	0
4.7429	4.35E+07	0
4.74451	4.31E+07	0
4.75061	4.19E+07	0
4.7522	4.14E+07	0
4.75832	3.94E+07	0
4.75988	3.95E+07	0
4.76602	4.01E+07	0
4.76756	3.95E+07	0
4.77373	3.75E+07	0
4.77525	3.69E+07	0
4.78143	3.41E+07	0
4.78293	3.39E+07	0
4.78914	3.20E+07	0
4.79061	3.23E+07	0
4.79684	3.37E+07	0
4.7983	3.39E+07	0
4.80455	3.63E+07	0
4.80598	3.68E+07	0
4.81226	3.87E+07	0
4.81366	3.89E+07	0
4.81996	3.94E+07	0
4.82135	3.96E+07	0
4.82767	3.94E+07	0
4.82903	3.90E+07	0
4.83537	3.88E+07	0
4.83671	3.84E+07	0
4.84308	3.68E+07	0
4.8444	3.68E+07	0
4.85078	3.66E+07	0
4.85208	3.70E+07	0
4.85849	3.94E+07	0
4.85976	3.92E+07	0
4.8662	3.87E+07	0
4.86745	3.89E+07	0
4.8739	3.85E+07	0
4.87513	3.87E+07	0
4.88161	3.95E+07	0
4.88281	3.97E+07	0
4.88931	4.17E+07	0
4.8905	4.16E+07	0
4.89702	4.09E+07	0
4.89818	4.07E+07	0
4.90472	4.07E+07	0
4.90587	4.08E+07	0
4.91243	4.13E+07	0
4.91355	4.10E+07	0
4.92014	3.88E+07	0
4.92123	3.88E+07	0
4.92784	3.94E+07	0
4.92892	3.91E+07	0
4.93555	3.71E+07	0
4.9366	3.69E+07	0
4.94325	3.35E+07	0
4.94428	3.34E+07	0
4.95096	3.46E+07	0
4.95197	3.49E+07	0
4.95867	3.71E+07	0
4.95965	3.73E+07	0
4.96637	3.85E+07	0
4.96733	3.89E+07	0
4.97408	4.12E+07	0
4.97502	4.12E+07	0
4.98178	4.25E+07	0
4.9827	4.26E+07	0
4.98949	4.26E+07	0
4.99038	4.26E+07	0
4.99719	4.25E+07	0
4.99807	4.23E+07	0
5.0049	4.18E+07	0
5.00575	4.20E+07	0
5.01261	4.34E+07	0
5.01343	4.34E+07	0
5.02031	4.42E+07	0
5.02112	4.45E+07	0
5.02802	4.65E+07	0
5.0288	4.67E+07	0
5.03572	4.72E+07	0
5.03648	4.72E+07	0
5.04343	4.73E+07	0
5.04417	4.75E+07	0
5.05113	5.07E+07	0
5.05185	5.10E+07	0
5.05884	5.22E+07	0
5.05953	5.21E+07	0
5.06655	5.02E+07	0
5.06722	5.01E+07	0
5.07425	4.99E+07	0
5.0749	5.00E+07	0
5.08196	5.19E+07	0
5.08258	5.20E+07	0
5.08966	5.20E+07	0
5.09027	5.20E+07	0
5.09737	5.20E+07	0
5.09795	5.20E+07	0
5.10507	5.31E+07	0
5.10563	5.32E+07	0
5.11278	5.49E+07	0
5.11332	5.49E+07	0
5.12049	5.63E+07	0
5.121	5.63E+07	0
5.12819	5.45E+07	0
5.12868	5.41E+07	0
5.1359	4.83E+07	0
5.13637	4.82E+07	0
5.1436	4.79E+07	0
5.14405	4.79E+07	0
5.15131	4.76E+07	0
5.15173	4.76E+07	0
5.15902	4.71E+07	0
5.15942	4.70E+07	0
5.16672	4.56E+07	0
5.1671	4.57E+07	0
5.17443	4.61E+07	0
5.17478	4.61E+07	0
5.18213	4.39E+07	0
5.18247	4.39E+07	0
5.18984	4.64E+07	0
5.19015	4.64E+07	0
5.19754	4.65E+07	0
5.19784	4.64E+07	0
5.20525	4.33E+07	0
5.20552	4.34E+07	0
5.21296	4.46E+07	0
5.2132	4.45E+07	0
5.22066	4.34E+07	0
5.22089	4.33E+07	0
5.22837	3.98E+07	0
5.22857	3.98E+07	0
5.23607	3.88E+07	0
5.23625	3.89E+07	0
5.24378	4.32E+07	0
5.24394	4.33E+07	0
5.25148	4.46E+07	0
5.25162	4.45E+07	0
5.25919	3.98E+07	0
5.2593	3.98E+07	0
5.2669	3.71E+07	0
5.26699	3.71E+07	0
5.2746	3.79E+07	0
5.27467	3.79E+07	0
5.28231	3.77E+07	0
5.28235	3.77E+07	0
5.29001	3.69E+07	0
5.29004	3.69E+07	0
5.29772	3.84E+07	0
5.3054	3.88E+07	0
5.30543	3.88E+07	0
5.31309	3.82E+07	0
5.31313	3.82E+07	0
5.32077	3.86E+07	0
5.32084	3.86E+07	0
5.32845	3.94E+07	0
5.32854	3.94E+07	0
5.33614	4.09E+07	0
5.33625	4.09E+07	0
5.34382	4.25E+07	0
5.34395	4.25E+07	0
5.3515	4.42E+07	0
5.35166	4.43E+07	0
5.35919	4.45E+07	0
5.35937	4.45E+07	0
5.36687	4.44E+07	0
5.36707	4.44E+07	0
5.37455	4.61E+07	0
5.37478	4.62E+07	0
5.38224	4.72E+07	0
5.38248	4.73E+07	0
5.38992	4.65E+07	0
5.39019	4.65E+07	0
5.3976	4.93E+07	0
5.39789	4.94E+07	0
5.40529	5.06E+07	0
5.4056	5.07E+07	0
5.41297	5.19E+07	0
5.41331	5.19E+07	0
5.42065	5.44E+07	0
5.42101	5.45E+07	0
5.42834	5.50E+07	0
5.42872	5.49E+07	0
5.43602	5.37E+07	0
5.43642	5.36E+07	0
5.4437	5.27E+07	0
5.44413	5.28E+07	0
5.45139	5.52E+07	0
5.45183	5.54E+07	0
5.45907	5.35E+07	0
5.45954	5.34E+07	0
5.46675	5.10E+07	0
5.46725	5.09E+07	0
5.47444	4.98E+07	0
5.47495	4.98E+07	0
5.48212	4.84E+07	0
5.48266	4.82E+07	0
5.48981	4.99E+07	0
5.49036	5.00E+07	0
5.49749	4.90E+07	0
5.49807	4.89E+07	0
5.50517	4.37E+07	0
5.50577	4.34E+07	0
5.51286	4.58E+07	0
5.51348	4.59E+07	0
5.52054	4.67E+07	0
5.52119	4.67E+07	0
5.52822	4.26E+07	0
5.52889	4.24E+07	0
5.53591	4.18E+07	0
5.5366	4.17E+07	0
5.54359	4.07E+07	0
5.5443	4.04E+07	0
5.55127	3.93E+07	0
5.55201	3.94E+07	0
5.55896	4.10E+07	0
5.55972	4.12E+07	0
5.56664	4.25E+07	0
5.56742	4.28E+07	0
5.57432	4.44E+07	0
5.57513	4.45E+07	0
5.58201	4.37E+07	0
5.58283	4.37E+07	0
5.58969	4.23E+07	0
5.59054	4.23E+07	0
5.59737	4.35E+07	0
5.59824	4.37E+07	0
5.60506	4.47E+07	0
5.60595	4.46E+07	0
5.61274	4.39E+07	0
5.61366	4.37E+07	0
5.62042	4.50E+07	0
5.62136	4.53E+07	0
5.62811	4.43E+07	0
5.62907	4.44E+07	0
5.63579	4.53E+07	0
5.63677	4.52E+07	0
5.64347	4.48E+07	0
5.64448	4.46E+07	0
5.65116	4.57E+07	0
5.65218	4.60E+07	0
5.65884	4.90E+07	0
5.65989	4.96E+07	0
5.66652	4.80E+07	0
5.6676	4.78E+07	0
5.67421	4.90E+07	0
5.6753	4.89E+07	0
5.68189	4.97E+07	0
5.68301	5.00E+07	0
5.68957	4.94E+07	0
5.69071	4.95E+07	0
5.69726	4.97E+07	0
5.69842	4.97E+07	0
5.70494	5.22E+07	0
5.70613	5.24E+07	0
5.71262	5.15E+07	0
5.71383	5.15E+07	0
5.72031	4.89E+07	0
5.72154	4.85E+07	0
5.72799	4.66E+07	0
5.72924	4.62E+07	0
5.73567	4.58E+07	0
5.73695	4.56E+07	0
5.74336	4.32E+07	0
5.74465	4.30E+07	0
5.75104	4.59E+07	0
5.75236	4.65E+07	0
5.75873	4.61E+07	0
5.76007	4.57E+07	0
5.76641	4.34E+07	0
5.76777	4.31E+07	0
5.77409	4.25E+07	0
5.77548	4.23E+07	0
5.78177	4.03E+07	0
5.78318	3.98E+07	0
5.78946	3.64E+07	0
5.79089	3.58E+07	0
5.79714	3.78E+07	0
5.79859	3.80E+07	0
5.80483	3.72E+07	0
5.8063	3.69E+07	0
5.81251	3.48E+07	0
5.81401	3.47E+07	0
5.82019	3.42E+07	0
5.82171	3.41E+07	0
5.82788	3.39E+07	0
5.82942	3.37E+07	0
5.83556	3.50E+07	0
5.83712	3.54E+07	0
5.84324	3.53E+07	0
5.84483	3.55E+07	0
5.85093	3.51E+07	0
5.85253	3.49E+07	0
5.85861	3.68E+07	0
5.86024	3.71E+07	0
5.86629	3.72E+07	0
5.86795	3.74E+07	0
5.87398	3.54E+07	0
5.87565	3.50E+07	0
5.88166	3.41E+07	0
5.88336	3.39E+07	0
5.88934	3.63E+07	0
5.89106	3.70E+07	0
5.89703	3.57E+07	0
5.89877	3.56E+07	0
5.90471	3.88E+07	0
5.90648	3.90E+07	0
5.91239	3.59E+07	0
5.91418	3.50E+07	0
5.92008	3.49E+07	0
5.92189	3.54E+07	0
5.92776	3.69E+07	0
5.92959	3.73E+07	0
5.93544	4.11E+07	0
5.9373	4.18E+07	0
5.94313	4.07E+07	0
5.945	4.05E+07	0
5.95081	3.96E+07	0
5.95271	3.94E+07	0
5.95849	3.61E+07	0
5.96042	3.52E+07	0
5.96618	3.44E+07	0
5.96812	3.41E+07	0
5.97386	3.81E+07	0
5.97583	3.91E+07	0
5.98154	3.78E+07	0
5.98353	3.71E+07	0
5.98923	3.88E+07	0
5.99124	3.94E+07	0
5.99691	4.04E+07	0
5.99894	4.11E+07	0
6.00459	3.76E+07	0
6.00665	3.64E+07	0
6.01228	3.87E+07	0
6.01436	3.97E+07	0
6.01996	4.49E+07	0
6.02206	4.66E+07	0
6.02764	4.40E+07	0
6.02977	4.28E+07	0
6.03533	4.16E+07	0
6.03747	4.15E+07	0
6.04301	4.04E+07	0
6.04518	3.99E+07	0
6.05069	3.99E+07	0
6.05289	3.96E+07	0
6.05838	3.85E+07	0
6.06059	3.81E+07	0
6.06606	3.62E+07	0
6.0683	3.55E+07	0
6.07375	3.81E+07	0
6.076	3.94E+07	0
6.08143	3.88E+07	0
6.08371	3.87E+07	0
6.08911	3.40E+07	0
6.09141	3.16E+07	0
6.0968	3.05E+07	0
6.09912	3.02E+07	0
6.10448	3.54E+07	0
6.10683	3.76E+07	0
6.11216	3.98E+07	0
6.11453	4.10E+07	0
6.11985	4.09E+07	0
6.12224	4.04E+07	0
6.12753	3.90E+07	0
6.12994	3.81E+07	0
6.13521	3.78E+07	0
6.13765	3.80E+07	0
6.1429	3.83E+07	0
6.14535	3.89E+07	0
6.15058	3.70E+07	0
6.15306	3.57E+07	0
6.15826	3.74E+07	0
6.16077	3.82E+07	0
6.16595	3.83E+07	0
6.16847	3.77E+07	0
6.17363	3.72E+07	0
6.17618	3.78E+07	0
6.18131	3.85E+07	0
6.18388	3.90E+07	0
6.189	4.08E+07	0
6.19159	4.11E+07	0
6.19668	4.68E+07	0
6.19929	5.00E+07	0
6.20436	5.22E+07	0
6.207	5.34E+07	0
6.21205	5.33E+07	0
6.21471	5.40E+07	0
6.21973	5.37E+07	0
6.22241	5.30E+07	0
6.22741	5.11E+07	0
6.23012	4.95E+07	0
6.2351	4.58E+07	0
6.23782	4.39E+07	0
6.24278	4.14E+07	0
6.24553	4.01E+07	0
6.25046	3.89E+07	0
6.25323	3.77E+07	0
6.25815	3.64E+07	0
6.26094	3.60E+07	0
6.26583	3.39E+07	0
6.26865	3.35E+07	0
6.27351	3.36E+07	0
6.27635	3.31E+07	0
6.2812	3.31E+07	0
6.28406	3.28E+07	0
6.28888	3.54E+07	0
6.29176	3.78E+07	0
6.29656	4.00E+07	0
6.29947	4.08E+07	0
6.30425	3.69E+07	0
6.30718	3.49E+07	0
6.31193	3.34E+07	0
6.31488	3.22E+07	0
6.31961	3.20E+07	0
6.32259	3.24E+07	0
6.3273	3.25E+07	0
6.33029	3.18E+07	0
6.33498	3.03E+07	0
6.338	2.87E+07	0
6.34267	2.76E+07	0
6.3457	2.75E+07	0
6.35035	2.97E+07	0
6.35341	3.14E+07	0
6.35803	3.42E+07	0
6.36112	3.57E+07	0
6.36572	3.38E+07	0
6.36882	3.39E+07	0
6.3734	3.60E+07	0
6.37653	3.66E+07	0
6.38108	3.89E+07	0
6.38423	4.02E+07	0
6.38877	4.47E+07	0
6.39194	4.83E+07	0
6.39645	4.85E+07	0
6.39965	4.94E+07	0
6.40413	4.68E+07	0
6.40735	4.47E+07	0
6.41182	4.55E+07	0
6.41506	4.50E+07	0
6.4195	4.59E+07	0
6.42276	4.67E+07	0
6.42718	4.65E+07	0
6.43047	4.73E+07	0
6.43487	4.82E+07	0
6.43817	4.86E+07	0
6.44255	4.77E+07	0
6.44588	4.61E+07	0
6.45023	4.24E+07	0
6.45359	4.12E+07	0
6.45792	3.98E+07	0
6.46129	3.93E+07	0
6.4656	4.58E+07	0
6.469	4.77E+07	0
6.47328	4.97E+07	0
6.4767	5.29E+07	0
6.48097	4.89E+07	0
6.48441	4.64E+07	0
6.48865	4.62E+07	0
6.49211	4.58E+07	0
6.49633	4.28E+07	0
6.49982	4.06E+07	0
6.50402	4.03E+07	0
6.50753	3.94E+07	0
6.5117	4.12E+07	0
6.51523	4.22E+07	0
6.51938	4.12E+07	0
6.52294	4.14E+07	0
6.52707	4.31E+07	0
6.53064	4.36E+07	0
6.53475	4.42E+07	0
6.53835	4.49E+07	0
6.54243	4.99E+07	0
6.54605	5.43E+07	0
6.55012	5.51E+07	0
6.55376	5.50E+07	0
6.5578	5.19E+07	0
6.56147	4.95E+07	0
6.56548	4.61E+07	0
6.56917	4.35E+07	0
6.57317	4.28E+07	0
6.57688	4.36E+07	0
6.58085	4.12E+07	0
6.58458	3.81E+07	0
6.58853	3.87E+07	0
6.59229	3.77E+07	0
6.59622	4.08E+07	0
6.6	4.52E+07	0
6.6039	4.65E+07	0
6.6077	4.76E+07	0
6.61158	4.82E+07	0
6.61541	4.86E+07	0
6.61927	4.63E+07	0
6.62311	4.41E+07	0
6.62695	4.60E+07	0
6.63082	4.80E+07	0
6.63463	4.90E+07	0
6.63852	4.85E+07	0
6.64232	4.52E+07	0
6.64623	4.27E+07	0
6.65	4.26E+07	0
6.65394	4.24E+07	0
6.65768	4.34E+07	0
6.66164	4.54E+07	0
6.66537	4.83E+07	0
6.66935	5.11E+07	0
6.67305	5.10E+07	0
6.67705	4.97E+07	0
6.68074	4.87E+07	0
6.68476	4.77E+07	0
6.68842	4.81E+07	0
6.69246	4.89E+07	0
6.6961	4.84E+07	0
6.70017	4.85E+07	0
6.70379	5.00E+07	0
6.70788	5.12E+07	0
6.71147	5.02E+07	0
6.71558	4.82E+07	0
6.71915	4.62E+07	0
6.72329	4.46E+07	0
6.72684	4.76E+07	0
6.73099	5.07E+07	0
6.73452	5.12E+07	0
6.7387	5.27E+07	0
6.7422	5.31E+07	0
6.74641	5.33E+07	0
6.74989	5.40E+07	0
6.75411	5.54E+07	0
6.75757	5.34E+07	0
6.76182	5.09E+07	0
6.76525	5.13E+07	0
6.76952	5.16E+07	0
6.77294	5.48E+07	0
6.77723	5.85E+07	0
6.78062	6.20E+07	0
6.78493	6.60E+07	0
6.7883	6.29E+07	0
6.79264	5.87E+07	0
6.79599	5.64E+07	0
6.80035	5.25E+07	0
6.80367	5.20E+07	0
6.80805	5.34E+07	0
6.81135	5.21E+07	0
6.81576	5.08E+07	0
6.81904	5.14E+07	0
6.82346	5.07E+07	0
6.82672	5.09E+07	0
6.83117	5.04E+07	0
6.8344	4.86E+07	0
6.83887	4.89E+07	0
6.84209	4.82E+07	0
6.84658	4.56E+07	0
6.84977	4.64E+07	0
6.85429	4.83E+07	0
6.85745	4.84E+07	0
6.86199	4.72E+07	0
6.86514	4.64E+07	0
6.8697	4.48E+07	0
6.87282	4.32E+07	0
6.8774	4.25E+07	0
6.8805	4.25E+07	0
6.88511	4.40E+07	0
6.88819	4.77E+07	0
6.89281	5.29E+07	0
6.89587	5.54E+07	0
6.90052	5.69E+07	0
6.90355	5.38E+07	0
6.90823	4.75E+07	0
6.91124	4.47E+07	0
6.91593	4.11E+07	0
6.91892	4.00E+07	0
6.92364	3.95E+07	0
6.92661	3.92E+07	0
6.93134	4.02E+07	0
6.93429	4.10E+07	0
6.93905	4.15E+07	0
6.94197	4.21E+07	0
6.94675	4.20E+07	0
6.94966	4.16E+07	0
6.95446	4.03E+07	0
6.95734	3.89E+07	0
6.96217	3.65E+07	0
6.96502	3.49E+07	0
6.96987	3.42E+07	0
6.97271	3.62E+07	0
6.97758	4.03E+07	0
6.98039	4.22E+07	0
6.98528	4.40E+07	0
6.98807	4.28E+07	0
6.99299	3.80E+07	0
6.99576	3.68E+07	0
7.0007	3.64E+07	0
7.00344	3.89E+07	0
7.0084	4.61E+07	0
7.01112	4.86E+07	0
7.01611	5.27E+07	0
7.01881	5.18E+07	0
7.02381	4.95E+07	0
7.02649	4.95E+07	0
7.03152	4.73E+07	0
7.03417	4.59E+07	0
7.03922	4.40E+07	0
7.04186	4.62E+07	0
7.04693	5.11E+07	0
7.04954	5.09E+07	0
7.05464	4.95E+07	0
7.05722	4.70E+07	0
7.06234	4.39E+07	0
7.06491	4.28E+07	0
7.07005	3.93E+07	0
7.07259	3.87E+07	0
7.07775	3.74E+07	0
7.08027	3.66E+07	0
7.08546	3.71E+07	0
7.08796	3.82E+07	0
7.09316	4.05E+07	0
7.09564	4.11E+07	0
7.10087	4.09E+07	0
7.10332	4.00E+07	0
7.10858	3.64E+07	0
7.11101	3.70E+07	0
7.11628	3.84E+07	0
7.11869	3.74E+07	0
7.12399	3.87E+07	0
7.12637	4.02E+07	0
7.13169	4.27E+07	0
7.13406	4.15E+07	0
7.1394	3.58E+07	0
7.14174	3.27E+07	0
7.14711	2.63E+07	0
7.14942	2.79E+07	0
7.15481	3.29E+07	0
7.15711	3.53E+07	0
7.16252	4.26E+07	0
7.16479	4.12E+07	0
7.17022	3.57E+07	0
7.17247	3.46E+07	0
7.17793	3.18E+07	0
7.18016	3.20E+07	0
7.18563	3.20E+07	0
7.18784	3.20E+07	0
7.19334	3.27E+07	0
7.19553	3.38E+07	0
7.20105	3.61E+07	0
7.20321	3.67E+07	0
7.20875	3.79E+07	0
7.21089	3.92E+07	0
7.21646	4.30E+07	0
7.21858	4.38E+07	0
7.22416	4.45E+07	0
7.22626	4.18E+07	0
7.23187	3.48E+07	0
7.23394	3.26E+07	0
7.23957	2.88E+07	0
7.24163	2.93E+07	0
7.24728	3.19E+07	0
7.24931	3.09E+07	0
7.25499	2.67E+07	0
7.25699	2.66E+07	0
7.26269	2.68E+07	0
7.26468	2.90E+07	0
7.2704	3.49E+07	0
7.27236	3.56E+07	0
7.2781	3.65E+07	0
7.28004	3.56E+07	0
7.28581	3.49E+07	0
7.28773	3.67E+07	0
7.29351	4.16E+07	0
7.29541	4.06E+07	0
7.30122	3.62E+07	0
7.30309	3.63E+07	0
7.30893	3.58E+07	0
7.31078	3.72E+07	0
7.31663	4.37E+07	0
7.31846	4.55E+07	0
7.32434	4.94E+07	0
7.32614	4.75E+07	0
7.33204	4.24E+07	0
7.33383	4.02E+07	0
7.33975	3.27E+07	0
7.34151	3.30E+07	0
7.34746	3.34E+07	0
7.34919	3.36E+07	0
7.35516	3.45E+07	0
7.35688	3.46E+07	0
7.36287	3.79E+07	0
7.36456	4.00E+07	0
7.37057	4.21E+07	0
7.37224	4.26E+07	0
7.37828	4.63E+07	0
7.37993	4.72E+07	0
7.38598	5.42E+07	0
7.38761	5.20E+07	0
7.39369	4.07E+07	0
7.39529	3.94E+07	0
7.4014	3.76E+07	0
7.40298	3.88E+07	0
7.4091	4.35E+07	0
7.41066	4.25E+07	0
7.41681	3.63E+07	0
7.41834	3.77E+07	0
7.42451	3.98E+07	0
7.42603	3.98E+07	0
7.43222	4.42E+07	0
7.43371	4.48E+07	0
7.43992	4.72E+07	0
7.44139	4.69E+07	0
7.44763	4.50E+07	0
7.44908	4.45E+07	0
7.45534	4.34E+07	0
7.45676	4.22E+07	0
7.46304	4.20E+07	0
7.46444	4.36E+07	0
7.47075	4.67E+07	0
7.47213	4.67E+07	0
7.47845	4.44E+07	0
7.47981	4.34E+07	0
7.48616	3.73E+07	0
7.4875	3.80E+07	0
7.49387	4.18E+07	0
7.49518	4.10E+07	0
7.50157	4.01E+07	0
7.50286	4.05E+07	0
7.50928	4.31E+07	0
7.51055	4.53E+07	0
7.51698	5.21E+07	0
7.51823	4.90E+07	0
7.52469	3.74E+07	0
7.52591	3.64E+07	0
7.53239	3.22E+07	0
7.5336	3.22E+07	0
7.5401	2.90E+07	0
7.54128	3.03E+07	0
7.54781	4.27E+07	0
7.54896	4.48E+07	0
7.55551	5.11E+07	0
7.55665	5.10E+07	0
7.56322	4.75E+07	0
7.56433	4.73E+07	0
7.57092	5.23E+07	0
7.57201	5.36E+07	0
7.57863	5.60E+07	0
7.5797	5.53E+07	0
7.58633	4.80E+07	0
7.58738	4.57E+07	0
7.59404	3.58E+07	0
7.59506	3.47E+07	0
7.60175	2.97E+07	0
7.60275	2.98E+07	0
7.60945	3.68E+07	0
7.61043	3.86E+07	0
7.61716	4.95E+07	0
7.61811	4.91E+07	0
7.62486	4.71E+07	0
7.6258	4.86E+07	0
7.63257	5.51E+07	0
7.63348	5.67E+07	0
7.64027	5.61E+07	0
7.64116	5.39E+07	0
7.64798	4.89E+07	0
7.64885	4.80E+07	0
7.65569	3.53E+07	0
7.65653	3.38E+07	0
7.66339	2.35E+07	0
7.66421	2.26E+07	0
7.6711	1.66E+07	0
7.6719	1.69E+07	0
7.6788	1.19E+07	0
7.67958	1.26E+07	0
7.68651	2.49E+07	0
7.68726	2.53E+07	0
7.69421	3.32E+07	0
7.69495	3.25E+07	0
7.70192	2.56E+07	0
7.70263	2.54E+07	0
7.70963	2.24E+07	0
7.71031	2.28E+07	0
7.71733	2.11E+07	0
7.718	2.03E+07	0
